word, tf, idf
families couples, 1, 1
couples friends, 1, 1
and tour, 2, 1
tour groups, 2, 1
groups for, 1, 1
example escape, 1, 1
escape element, 1, 1
element is, 1, 1
is mutually, 1, 1
mutually related, 1, 1
to lone, 1, 1
tourists and, 1, 1
and couples, 1, 1
couples these, 1, 1
these tourists, 1, 1
tourists less, 1, 1
less prefer, 1, 1
prefer togetherness, 1, 1
togetherness by, 1, 1
by contrast, 1, 1
contrast prestige, 1, 1
prestige is, 1, 1
who travelling, 1, 1
travelling with, 1, 1
friends families, 1, 1
families and, 1, 1
groups jamrozy, 1, 1
jamrozy 1992, 1, 1
1992 cited, 1, 1
culture, 2, 2
traditions, 9, 3
treasured, 1, 1
1492, 1, 1
laid, 1, 1
“indians”, 2, 1
colonization, 2, 1
valued, 3, 3
two, 7, 3
native, 54, 1
abused, 1, 1
appropriation, 5, 1
cultural, 1, 1
group’s, 1, 1
culture’s, 1, 1
symbols, 3, 2
artifact, 1, 1
media, 2, 1
pop, 7, 1
melting, 1, 1
pot, 3, 3
incorporate, 2, 2
incorrectly, 2, 1
misconceptions, 1, 1
mainstream, 6, 1
ever, 2, 1
hollywood, 6, 1
cinema, 2, 1
stereotypically, 1, 1
honorable, 1, 1
savages, 5, 1
indian, 9, 1
overlooked, 4, 3
decades, 2, 1
underrepresented, 1, 1
depicted, 2, 1
western, 5, 3
unflattering, 1, 1
webb, 3, 1
news, 1, 1
network, 1, 1
website, 1, 1
factual, 1, 1
label, 1, 1
aftermath, 1, 1
“capture, 1, 1
indians, 3, 1
times”, 1, 1
rickert, 2, 1
tribal, 1, 1
chairman, 1, 1
wesaw, 1, 1
“for, 1, 1
mystery, 1, 1
story…without, 1, 1
properly”, 1, 1
non-natives, 6, 1
natives, 5, 1
opposed, 5, 3
stolen, 1, 1
captured, 1, 1
hearts, 1, 1
screen, 2, 1
pro-native, 1, 1
protested, 1, 1
caucasians, 1, 1
cheyenne, 1, 1
trevor, 1, 1
howard, 2, 2
caucasian, 5, 1
warfare, 1, 1
heart, 2, 2
1912, 1, 1
thirsty, 1, 1
battle, 1, 1
elderbrush, 1, 1
gulch, 1, 1
1914, 1, 1
princesses, 2, 1
squaws, 1, 1
offensive, 2, 2
dressed, 1, 1
makeup, 1, 1
braided, 1, 1
wigs, 1, 1
padgett, 3, 1
worked, 3, 3
extras, 1, 1
consultants, 1, 1
paid, 1, 1
navajos, 1, 1
searchers, 1, 1
1956, 2, 2
navajo, 4, 1
reservation, 1, 1
granted, 2, 2
permission, 3, 1
inferiorly, 2, 1
big, 1, 1
man, 1, 1
1970, 2, 2
dustin, 1, 1
hoffman, 2, 1
authentically, 1, 1
fill, 1, 1
laughter, 1, 1
tears, 1, 1
unemotional, 1, 1
lone, 1, 1
ranger, 1, 1
1949-1957, 1, 1
starring, 1, 1
jay, 1, 1
silverheels, 1, 1
tonto, 2, 1
characterizations, 1, 1
“tonto, 1, 1
monosyllabic, 1, 1
stoic, 1, 1
stereotype”, 1, 1
sherman, 1, 1
alexie, 1, 1
films, 1, 1
comic, 1, 1
west, 2, 2
acknowledged, 2, 2
21st, 2, 2
x-men, 1, 1
origins, 1, 1
wolverine, 1, 1
silver, 3, 1
canadian, 1, 1
comics, 1, 1
lynn, 1, 1
collins, 1, 1
actress, 1, 1
non-native, 1, 1
kayla, 1, 1
silverfox, 1, 1
ignorant, 1, 1
wonder, 4, 4
oppressed, 2, 1
celebrate, 1, 1
over-powers, 1, 1
heritage, 1, 1
earlier, 1, 1
singer, 1, 1
gwen, 3, 1
stefani, 3, 1
spotlight, 1, 1
doubt, 1, 1
wild, 1, 1
west-theme, 1, 1
video, 4, 1
“looking, 1, 1
hot”, 1, 1
horseback, 1, 1
feather, 2, 1
braids, 1, 1
dances, 1, 1
teepees, 1, 1
“never, 2, 2
offend, 1, 1
trivialize, 1, 1
rogers, 1, 1
sexualized, 2, 1
committed, 2, 2
k, 4, 2
take, 1, 1
annual, 4, 2
victoria’s, 2, 1
secret, 2, 1
fashion, 1, 1
show, 2, 2
supermodel, 1, 1
karli, 1, 1
kloss, 1, 1
walks, 1, 1
runway, 1, 1
headdress, 1, 1
floor-length, 1, 1
tiny, 2, 2
leopard, 1, 1
print, 1, 1
bikini, 1, 1
turquoise, 1, 1
jewelry, 1, 1
december, 1, 1
edited, 1, 1
outfit, 1, 1
misleading, 1, 1
bikinis, 1, 1
garments, 1, 1
halloween, 1, 1
skimpy, 1, 1
headdresses, 1, 1
heads, 2, 2
symbolism, 2, 2
paint, 2, 2
pretending, 2, 1
alright, 1, 1
retail, 1, 1
stores, 1, 1
urban, 2, 1
outfitters, 2, 1
hipster, 1, 1
motifs, 1, 1
apparel, 2, 1
yes, 1, 1
arts, 1, 1
crafts, 1, 1
acts, 7, 3
misrepresent, 1, 1
names, 1, 1
manufactured, 2, 2
falsely, 1, 1
authentic, 1, 1
cong, 1, 1
bureau, 2, 2
affairs, 1, 1
fabrication, 1, 1
counterfeiting, 1, 1
not, 6, 5
representation, 4, 2
siek, 1, 1
sasha, 1, 1
houston, 1, 1
brown, 5, 2
santee, 1, 1
sioux, 1, 1
nation, 1, 1
nebraska, 1, 1
“despite, 2, 2
vibrant, 2, 2
relic, 1, 1
costume, 1, 1
mascots, 2, 2
collaboration, 2, 1
keeping, 2, 2
“collaborations, 1, 1
designers, 1, 1
equitable, 1, 1
grinberg, 1, 1
collaborations, 1, 1
incorporating, 2, 1
rid, 2, 2
perceptions, 1, 1
drawn, 4, 3
exposed, 4, 3
productions, 1, 1
fabricating, 1, 1
authenticity, 1, 1
justified, 1, 1
controversy, 1, 1
betrayal, 1, 1
pain, 4, 3
technically, 1, 1
culture is, 1, 1
a system, 2, 2
system of, 5, 3
of beliefs, 2, 2
beliefs values, 2, 1
values traditions, 2, 1
traditions and, 3, 2
and behaviors, 2, 1
behaviors that, 1, 1
are passed, 2, 2
passed through, 1, 1
through generation, 1, 1
generation to, 3, 3
to generation, 2, 2
generation from, 1, 1
a particular, 9, 5
particular group, 1, 1
individuals the, 1, 1
the culture, 1, 1
culture of, 4, 2
people is, 1, 1
strongly treasured, 1, 1
treasured whereas, 1, 1
whereas ignorance, 1, 1
ignorance is, 1, 1
not christopher, 1, 1
columbus first, 1, 1
first discovered, 1, 1
discovered america, 1, 1
america in, 1, 1
in 1492, 1, 1
1492 and, 1, 1
and called, 2, 2
called upon, 2, 2
people he, 1, 1
he laid, 1, 1
laid eyes, 1, 1
eyes on, 1, 1
on as, 2, 2
as “indians”, 1, 1
“indians” thinking, 1, 1
thinking he, 1, 1
in india, 8, 3
india these, 1, 1
these so, 1, 1
so called, 1, 1
called “indians”, 1, 1
“indians” make, 1, 1
make up, 1, 1
america today, 1, 1
today however, 1, 1
however as, 1, 1
been through, 1, 1
through with, 1, 1
coming of, 1, 1
of europeans, 2, 1
europeans and, 1, 1
and colonization, 1, 1
colonization one, 1, 1
one would, 2, 2
would think, 3, 2
think their, 1, 1
their culture, 10, 1
culture would, 2, 1
be valued, 1, 1
valued and, 1, 1
and appreciated, 1, 1
appreciated this, 1, 1
case two, 1, 1
two elements, 1, 1
of native, 8, 1
native american, 19, 1
american culture, 9, 1
culture in, 4, 1
today’s society, 2, 1
been abused, 1, 1
abused and, 1, 1
and misinterpreted, 2, 2
misinterpreted are, 1, 1
are appreciation, 1, 1
appreciation and, 3, 1
and appropriation, 3, 1
appropriation cultural, 1, 1
cultural appreciation, 1, 1
appreciation deals, 1, 1
understanding and, 6, 5
and acceptance, 2, 2
an ethnic, 1, 1
ethnic group’s, 1, 1
group’s differences, 1, 1
history whereas, 1, 1
whereas cultural, 1, 1
cultural appropriation, 1, 1
appropriation is, 1, 1
a culture’s, 1, 1
culture’s traditions, 1, 1
traditions symbols, 1, 1
symbols or, 1, 1
other artifact, 1, 1
artifact by, 1, 1
by another, 1, 1
another culture, 1, 1
culture media, 1, 1
media and, 1, 1
and pop, 4, 1
pop culture, 7, 1
culture today, 1, 1
today consists, 1, 1
of diversity, 1, 1
diversity because, 1, 1
because america, 1, 1
the melting, 1, 1
melting pot, 1, 1
pot but, 1, 1
problem with, 3, 1
with today’s, 1, 1
not understand, 1, 1
native americans, 28, 1
americans it, 1, 1
not wrong, 1, 1
wrong to, 1, 1
to incorporate, 1, 1
incorporate native, 1, 1
in movies, 3, 2
movies or, 1, 1
or fashion, 1, 1
fashion however, 1, 1
however when, 1, 1
the traditions, 1, 1
traditions beliefs, 1, 1
history are, 1, 1
are portrayed, 3, 2
portrayed incorrectly, 1, 1
incorrectly with, 1, 1
with many, 2, 2
many misconceptions, 1, 1
misconceptions then, 1, 1
then issues, 1, 1
issues will, 1, 1
will arise, 1, 1
arise there, 1, 1
there should, 1, 1
large line, 1, 1
line between, 1, 1
between cultural, 2, 1
cultural appreciation, 2, 1
appropriation in, 2, 1
in mainstream, 2, 1
mainstream media, 4, 1
culture ever, 1, 1
ever since, 2, 1
of hollywood, 2, 1
hollywood cinema, 2, 1
cinema the, 1, 1
americans has, 1, 1
been portrayed, 1, 1
portrayed stereotypically, 1, 1
stereotypically as, 1, 1
as two, 2, 2
people independent, 1, 1
independent and, 1, 1
and honorable, 1, 1
honorable or, 1, 1
or as, 1, 1
as savages, 2, 1
savages the, 1, 1
of understanding, 2, 1
of indian, 2, 1
indian identity, 2, 1
their history, 4, 1
history has, 1, 1
been overlooked, 2, 2
overlooked by, 1, 1
by hollywood, 1, 1
hollywood for, 1, 1
many decades, 1, 1
decades of, 1, 1
course many, 1, 1
many native, 2, 1
americans feel, 3, 1
feel underrepresented, 1, 1
underrepresented as, 1, 1
they see, 4, 3
see themselves, 1, 1
themselves depicted, 1, 1
depicted as, 1, 1
as inferior, 1, 1
inferior to, 1, 1
to others, 1, 1
in western, 1, 1
western films, 2, 1
films media, 1, 1
media has, 1, 1
has either, 1, 1
either created, 1, 1
created unflattering, 1, 1
unflattering images, 1, 1
the native, 3, 1
history or, 1, 1
or has, 1, 1
has given, 2, 2
given up, 1, 1
their hopes, 1, 1
of making, 2, 2
a living, 1, 1
the area, 2, 2
of acting, 1, 1
acting webb, 1, 1
webb 2009, 3, 1
the native, 1, 1
native news, 1, 1
news network, 1, 1
network is, 1, 1
a website, 1, 1
website created, 1, 1
created by, 3, 3
americans whose, 1, 1
whose mission, 1, 1
mission it, 1, 1
provide factual, 1, 1
factual news, 1, 1
news regarding, 1, 1
culture the, 1, 1
focus group, 2, 1
group discuss, 1, 1
discuss the, 3, 3
effect that, 2, 2
that media, 1, 1
media has, 1, 1
on native, 2, 1
the label, 1, 1
label that, 1, 1
been created, 2, 1
created from, 2, 1
the aftermath, 1, 1
aftermath of, 1, 1
of western, 2, 2
films they, 1, 1
they say, 1, 1
say that, 5, 5
that mainstream, 1, 1
media does, 1, 1
not “capture, 1, 1
“capture the, 1, 1
the true, 1, 1
true essence, 1, 1
who american, 1, 1
american indians, 1, 1
indians are, 1, 1
in contemporary, 1, 1
contemporary times”, 1, 1
times” rickert, 1, 1
rickert 2011, 2, 1
2011 tribal, 1, 1
tribal chairman, 1, 1
chairman matt, 1, 1
matt wesaw, 1, 1
wesaw one, 1, 1
the participants, 1, 1
participants in, 1, 1
group says, 1, 1
says “for, 1, 1
“for too, 1, 1
too many, 2, 2
years we, 1, 1
have let, 1, 1
let other, 1, 1
people talk, 1, 1
talk about, 2, 2
about who, 1, 1
who we, 1, 1
are what, 1, 1
we need, 2, 2
need and, 1, 1
we want, 2, 2
want that’s, 1, 1
that’s why, 2, 2
why we, 1, 1
a mystery, 1, 1
mystery now, 1, 1
now is, 1, 1
us to, 6, 5
to tell, 2, 2
tell our, 1, 1
our story…without, 1, 1
story…without us, 1, 1
us telling, 1, 1
telling it, 1, 1
will never, 1, 1
never be, 1, 1
be told, 2, 2
told properly”, 1, 1
properly” rickert, 1, 1
2011 native, 1, 1
americans are, 4, 1
just like, 3, 2
like everybody, 1, 1
everybody else, 1, 1
else therefore, 1, 1
therefore they, 2, 1
be portrayed, 1, 1
portrayed the, 1, 1
way they, 4, 3
are the, 1, 1
the problem, 1, 1
with hollywood, 1, 1
hollywood and, 1, 1
and native, 1, 1
americans is, 1, 1
not that, 2, 2
being put, 2, 2
put into, 1, 1
into films, 1, 1
films without, 1, 1
without their, 1, 1
history being, 2, 2
being incorporated, 1, 1
incorporated it, 1, 1
that native, 1, 1
feel their, 1, 1
being incorrectly, 1, 1
incorrectly interpreted, 1, 1
interpreted and, 1, 1
and displayed, 1, 1
displayed along, 1, 1
american films, 1, 1
films contain, 1, 1
contain non-natives, 1, 1
non-natives playing, 1, 1
playing the, 2, 1
of natives, 3, 1
natives as, 1, 1
as opposed, 4, 2
opposed to, 5, 3
to natives, 1, 1
natives playing, 1, 1
natives for, 1, 1
example in, 2, 2
in stolen, 1, 1
stolen women, 1, 1
women captured, 1, 1
captured hearts, 1, 1
hearts 1997, 1, 1
1997 there, 1, 1
natives on, 1, 1
on screen, 1, 1
screen during, 1, 1
the making, 1, 1
making many, 1, 1
many pro-native, 1, 1
pro-native american, 1, 1
american groups, 1, 1
groups protested, 1, 1
protested against, 1, 1
of non-natives, 1, 1
non-natives particularly, 1, 1
particularly caucasians, 1, 1
caucasians playing, 1, 1
playing native, 1, 1
americans such, 1, 1
a cheyenne, 1, 1
cheyenne being, 1, 1
being portrayed, 1, 1
portrayed by, 1, 1
by actor, 1, 1
actor trevor, 1, 1
trevor howard, 1, 1
howard webb, 1, 1
2009 this, 2, 2
it seem, 1, 1
seem that, 1, 1
that hollywood, 2, 1
hollywood has, 1, 1
has no, 1, 1
no faith, 1, 1
faith in, 1, 1
the talent, 1, 1
talent of, 1, 1
americans native, 1, 1
are usually, 4, 2
usually seen, 1, 1
savages wearing, 1, 1
wearing barely, 1, 1
barely any, 1, 1
any clothes, 1, 1
and getting, 2, 2
getting shot, 1, 1
shot by, 2, 2
by caucasian, 1, 1
caucasian heroes, 1, 1
heroes during, 1, 1
during warfare, 1, 1
warfare native, 1, 1
as sensitive, 1, 1
sensitive people, 1, 1
in heart, 1, 1
heart of, 1, 1
an indian, 2, 1
indian 1912, 1, 1
1912 but, 1, 1
as blood, 1, 1
blood thirsty, 1, 1
thirsty savages, 1, 1
savages in, 1, 1
the battle, 1, 1
battle of, 1, 1
of elderbrush, 1, 1
elderbrush gulch, 1, 1
gulch 1914, 1, 1
1914 native, 1, 1
american women, 5, 1
are princesses, 1, 1
princesses or, 1, 1
or squaws, 1, 1
squaws which, 1, 1
an offensive, 1, 1
offensive term, 1, 1
term towards, 1, 1
towards native, 2, 1
the males, 1, 1
males are, 2, 2
usually caucasian, 1, 1
caucasian dressed, 1, 1
dressed as, 1, 1
as native, 2, 1
americans with, 1, 1
with makeup, 1, 1
makeup and, 1, 1
and braided, 1, 1
braided hair, 1, 1
hair wigs, 1, 1
wigs whereas, 1, 1
being caucasian, 1, 1
caucasian as, 1, 1
well are, 1, 1
usually indian, 1, 1
indian princesses, 1, 1
princesses padgett, 1, 1
padgett some, 1, 1
some native, 1, 1
americans have, 4, 1
have worked, 1, 1
worked on, 2, 2
on set, 1, 1
set as, 1, 1
as extras, 1, 1
extras or, 1, 1
or consultants, 1, 1
consultants but, 1, 1
but have, 1, 1
been paid, 1, 1
paid less, 1, 1
the caucasian, 1, 1
caucasian males, 1, 1
males doing, 2, 2
doing the, 2, 2
same job, 1, 1
job such, 1, 1
the navajos, 1, 1
navajos on, 1, 1
the set, 1, 1
set of, 5, 5
of the, 2, 2
the searchers, 1, 1
searchers 1956, 1, 1
1956 along, 1, 1
with less, 2, 2
less pay, 1, 1
the navajo, 4, 1
navajo people, 1, 1
people were, 2, 2
not allowed, 1, 1
allowed to, 2, 2
the reservation, 1, 1
reservation unless, 1, 1
unless granted, 1, 1
granted permission, 1, 1
permission from, 1, 1
the government, 5, 3
government padgett, 1, 1
padgett native, 1, 1
always been, 1, 1
been treated, 2, 2
treated and, 1, 1
and depicted, 1, 1
depicted inferiorly, 1, 1
inferiorly in, 1, 1
movie little, 1, 1
little big, 1, 1
big man, 1, 1
man 1970, 1, 1
1970 with, 1, 1
with dustin, 1, 1
dustin hoffman, 1, 1
hoffman native, 1, 1
portrayed more, 1, 1
more authentically, 1, 1
authentically in, 1, 1
story line, 1, 1
line in, 1, 1
movie emotions, 1, 1
emotions fill, 1, 1
fill the, 1, 1
the screen, 1, 1
screen with, 1, 1
with laughter, 1, 1
laughter and, 1, 1
and tears, 1, 1
tears as, 1, 1
stereotypical savages, 1, 1
savages and, 1, 1
and unemotional, 1, 1
unemotional beings, 1, 1
beings it, 1, 1
shows native, 1, 1
americans as, 1, 1
real humans, 1, 1
humans there, 1, 1
balance in, 1, 1
movie with, 1, 1
with some, 3, 3
some natives, 1, 1
natives being, 1, 1
being good, 1, 1
and others, 1, 1
being bad, 1, 1
bad padgett, 1, 1
padgett the, 1, 1
the lone, 1, 1
lone ranger, 1, 1
ranger 1949-1957, 1, 1
1949-1957 a, 1, 1
television series, 1, 1
series starring, 1, 1
starring native, 1, 1
american jay, 1, 1
jay silverheels, 1, 1
silverheels as, 1, 1
as tonto, 1, 1
tonto has, 1, 1
has had, 1, 1
incredible impact, 1, 1
american characterizations, 1, 1
characterizations “tonto, 1, 1
“tonto is, 1, 1
one who, 1, 1
who started, 1, 1
started it, 1, 1
all he, 1, 1
first really, 1, 1
really mainstream, 1, 1
mainstream pop, 1, 1
culture indian, 1, 1
indian figure, 1, 1
figure the, 1, 1
the monosyllabic, 1, 1
monosyllabic stoic, 1, 1
stoic indian, 1, 1
indian stereotype”, 1, 1
stereotype” says, 1, 1
says native, 1, 1
native writer, 1, 1
writer sherman, 1, 1
sherman alexie, 1, 1
alexie films, 1, 1
films comic, 1, 1
comic books, 1, 1
even toys, 1, 1
toys have, 1, 1
created as, 1, 1
of tonto, 1, 1
tonto having, 1, 1
having fused, 1, 1
fused the, 1, 1
the west, 2, 2
west with, 1, 1
with american, 1, 1
culture hoffman, 1, 1
hoffman 5, 1, 1
5 although, 1, 1
although there, 3, 2
been films, 1, 1
films in, 1, 1
in past, 1, 1
past decades, 1, 1
decades to, 1, 1
have acknowledged, 1, 1
acknowledged indian, 1, 1
identity this, 1, 1
case for, 1, 1
for movies, 1, 1
movies in, 1, 1
the 21st, 1, 1
21st century, 2, 2
century x-men, 1, 1
x-men origins, 1, 1
origins wolverine, 1, 1
wolverine 2009, 1, 1
2009 contains, 1, 1
the popular, 1, 1
popular character, 1, 1
character silver, 1, 1
silver fox, 3, 1
fox silver, 1, 1
fox is, 1, 1
is supposed, 2, 2
a native, 1, 1
native canadian, 1, 1
canadian black, 1, 1
black foot, 1, 1
foot according, 1, 1
the original, 2, 1
original comics, 1, 1
comics however, 1, 1
however in, 1, 1
movie the, 1, 1
the character, 4, 3
character is, 2, 1
is played, 1, 1
by lynn, 1, 1
lynn collins, 1, 1
collins a, 1, 1
a caucasian, 1, 1
caucasian actress, 1, 1
actress along, 1, 1
the choice, 1, 1
a non-native, 1, 1
non-native as, 1, 1
as silver, 1, 1
fox the, 1, 1
the actual, 3, 3
actual name, 1, 1
name of, 2, 1
is changed, 1, 1
changed to, 1, 1
to kayla, 1, 1
kayla silverfox, 1, 1
silverfox to, 1, 1
it sound, 1, 1
sound more, 1, 1
more american, 1, 1
american webb, 1, 1
the fact, 2, 2
hollywood changed, 1, 1
the name, 1, 1
original character, 1, 1
character to, 1, 1
it mainstream, 1, 1
mainstream is, 1, 1
is ignorant, 1, 1
ignorant it, 1, 1
no wonder, 1, 1
wonder why, 2, 2
why native, 1, 1
feel they, 1, 1
being oppressed, 1, 1
oppressed still, 1, 1
still today, 1, 1
today the, 2, 2
the month, 1, 1
month of, 1, 1
of november, 2, 2
november is, 1, 1
to celebrate, 1, 1
celebrate native, 1, 1
american history, 1, 1
culture however, 1, 1
however other, 1, 1
other headlines, 1, 1
headlines involving, 1, 1
involving inappropriate, 1, 1
inappropriate appropriation, 1, 1
appropriation over-powers, 1, 1
over-powers the, 1, 1
american heritage, 1, 1
heritage month, 1, 1
month earlier, 1, 1
earlier in, 1, 1
in november, 2, 2
november of, 1, 1
of 2012, 1, 1
2012 singer, 1, 1
singer gwen, 1, 1
gwen stefani, 3, 1
stefani came, 1, 1
came under, 1, 1
the spotlight, 1, 1
spotlight after, 1, 1
after her, 2, 2
her music, 1, 1
music group, 1, 1
group no, 1, 1
no doubt, 1, 1
doubt came, 1, 1
out with, 4, 4
a wild, 1, 1
wild west-theme, 1, 1
west-theme music, 1, 1
music video, 2, 1
video called, 1, 1
called “looking, 1, 1
“looking hot”, 1, 1
hot” it, 1, 1
it featured, 1, 1
featured gwen, 1, 1
stefani on, 1, 1
on horseback, 1, 1
horseback a, 1, 1
a feather, 2, 1
feather surrounding, 1, 1
surrounding her, 1, 1
her head, 1, 1
head and, 1, 1
and blond, 1, 1
blond braids, 1, 1
braids fire, 1, 1
fire dances, 1, 1
dances and, 1, 1
and teepees, 1, 1
teepees according, 1, 1
to gwen, 1, 1
stefani this, 1, 1
this music, 1, 1
video was, 2, 1
was “never, 1, 1
“never to, 1, 1
to offend, 1, 1
offend hurt, 1, 1
hurt or, 1, 1
or trivialize, 1, 1
trivialize native, 1, 1
american people, 1, 1
people their, 1, 1
culture or, 1, 1
history ”, 1, 1
” native, 1, 1
americans felt, 1, 1
felt that, 1, 1
this video, 2, 1
created only, 1, 1
only for, 2, 2
band to, 1, 1
a profit, 2, 2
profit and, 2, 2
video rogers, 1, 1
rogers 2012, 1, 1
2012 native, 1, 1
women have, 1, 1
been highly, 1, 1
highly sexualized, 2, 1
sexualized throughout, 1, 1
throughout pop, 1, 1
history this, 1, 1
thing giving, 1, 1
giving that, 1, 1
that 1, 1, 1
1 in, 2, 2
in 3, 1, 1
3 native, 1, 1
native women, 2, 1
women will, 1, 1
be raped, 1, 1
raped in, 1, 1
their lifetime, 1, 1
lifetime and, 1, 1
that 70, 1, 1
70 of, 1, 1
sexual violence, 1, 1
violence against, 1, 1
against native, 1, 1
is committed, 1, 1
committed by, 1, 1
by non-natives, 1, 1
non-natives k, 1, 1
k 2012, 3, 1
2012 take, 1, 1
take the, 1, 1
the annual, 2, 2
annual victoria’s, 1, 1
victoria’s secret, 2, 1
secret fashion, 1, 1
fashion show, 1, 1
show for, 1, 1
for instance, 4, 4
instance supermodel, 1, 1
supermodel karli, 1, 1
karli kloss, 1, 1
kloss walks, 1, 1
walks down, 1, 1
down the, 2, 2
the runway, 1, 1
runway in, 1, 1
feather headdress, 1, 1
headdress that, 1, 1
is floor-length, 1, 1
floor-length long, 1, 1
long with, 1, 1
a tiny, 1, 1
tiny leopard, 1, 1
leopard print, 1, 1
print bikini, 1, 1
bikini and, 1, 1
and turquoise, 1, 1
turquoise jewelry, 1, 1
jewelry when, 1, 1
when the, 2, 2
the show, 1, 1
show aired, 1, 1
aired in, 1, 1
in december, 1, 1
december the, 1, 1
the model, 5, 2
model had, 1, 1
be edited, 1, 1
edited out, 1, 1
the hour, 1, 1
hour long, 1, 1
long show, 1, 1
show the, 1, 1
the outfit, 1, 1
outfit worn, 1, 1
worn by, 1, 1
is misleading, 1, 1
misleading and, 1, 1
and inappropriate, 2, 1
inappropriate because, 1, 1
because native, 1, 1
women did, 1, 1
not wear, 1, 1
wear bikinis, 1, 1
bikinis as, 1, 1
as traditional, 1, 1
traditional garments, 1, 1
garments it, 1, 1
it gives, 1, 1
gives off, 1, 1
is this, 1, 1
what their, 1, 1
all women, 1, 1
women barely, 1, 1
barely wear, 1, 1
clothing k, 1, 1
2012 halloween, 1, 1
halloween is, 1, 1
of year, 1, 1
year where, 1, 1
where people, 1, 1
people enjoy, 1, 1
enjoy dressing, 1, 1
dressing up, 2, 1
americans there, 1, 1
no problem, 1, 1
with dressing, 1, 1
indian but, 1, 1
that some, 8, 6
some outfits, 1, 1
outfits are, 1, 1
are skimpy, 1, 1
skimpy and, 1, 1
inappropriate is, 1, 1
disrespectful also, 1, 1
also most, 1, 1
women and, 1, 1
and men, 1, 1
who dress, 1, 1
dress up, 2, 2
as indians, 1, 1
indians have, 1, 1
no knowledge, 1, 1
knowledge about, 2, 2
the outfits, 1, 1
outfits they, 1, 1
are wearing, 2, 2
the headdresses, 1, 1
headdresses they, 1, 1
have on, 2, 2
their heads, 1, 1
heads or, 1, 1
the symbolism, 1, 1
symbolism of, 2, 2
the paint, 1, 1
paint on, 1, 1
their faces, 1, 1
faces according, 1, 1
to certain, 2, 2
certain indians, 1, 1
indians as, 1, 1
is aware, 1, 1
the ethnic, 1, 1
ethnic group, 1, 1
group they, 1, 1
are pretending, 1, 1
pretending to, 2, 1
be then, 1, 1
is alright, 1, 1
alright k, 1, 1
2012 retail, 1, 1
retail stores, 1, 1
stores such, 1, 1
as urban, 1, 1
urban outfitters, 2, 1
outfitters are, 1, 1
are under, 2, 2
under fire, 2, 1
fire with, 1, 1
the manufacturing, 1, 1
manufacturing of, 1, 1
of hipster, 1, 1
hipster clothing, 1, 1
clothing using, 1, 1
using the, 4, 4
navajo name, 1, 1
name and, 1, 1
their motifs, 1, 1
motifs in, 1, 1
the apparel, 1, 1
apparel without, 1, 1
without permission, 1, 1
permission yes, 1, 1
yes permission, 1, 1
permission is, 1, 1
required according, 1, 1
the indian, 1, 1
indian arts, 1, 1
arts and, 1, 1
and crafts, 1, 1
crafts act, 1, 1
act this, 1, 1
this acts, 1, 1
acts states, 1, 1
states it, 1, 1
is illegal, 2, 2
illegal to, 1, 1
to misrepresent, 1, 1
misrepresent native, 1, 1
american tribal, 1, 1
tribal names, 1, 1
names on, 1, 1
on any, 1, 1
any products, 1, 1
been manufactured, 1, 1
manufactured by, 1, 1
americans themselves, 1, 1
this falsely, 1, 1
falsely suggests, 1, 1
these items, 1, 1
items are, 1, 1
are authentic, 1, 1
authentic united, 1, 1
states cong, 1, 1
cong bill, 1, 1
bill according, 1, 1
the bureau, 1, 1
bureau of, 2, 2
indian affairs, 1, 1
affairs native, 1, 1
americans lose, 1, 1
lose up, 1, 1
to half, 1, 1
a billion, 1, 1
billion dollars, 1, 1
dollars due, 1, 1
these incidents, 1, 1
incidents of, 1, 1
of fabrication, 1, 1
fabrication and, 1, 1
and counterfeiting, 1, 1
counterfeiting not, 1, 1
not only, 2, 2
only do, 1, 1
navajo lose, 1, 1
lose money, 1, 1
money from, 2, 2
these products, 1, 1
products they, 1, 1
also lose, 1, 1
lose a, 1, 1
is creating, 1, 1
creating this, 1, 1
this stereotypical, 1, 1
stereotypical representation, 1, 1
representation of, 3, 2
navajo siek, 1, 1
siek 2012, 1, 1
2012 sasha, 1, 1
sasha houston, 1, 1
houston brown, 1, 1
brown a, 1, 1
a member, 1, 1
the santee, 1, 1
santee sioux, 1, 1
sioux nation, 1, 1
nation of, 1, 1
of nebraska, 1, 1
nebraska says, 1, 1
says “despite, 1, 1
“despite what, 1, 1
what dominant, 1, 1
dominant society, 1, 1
and mainstream, 1, 1
media say, 1, 1
say native, 1, 1
native culture, 1, 1
a vibrant, 1, 1
vibrant and, 1, 1
living culture, 1, 1
culture we, 1, 1
a relic, 1, 1
relic of, 1, 1
past a, 1, 1
a theme, 1, 1
theme or, 1, 1
a trend, 1, 1
trend we, 1, 1
a style, 1, 1
style or, 1, 1
or costume, 1, 1
costume we, 1, 1
not mascots, 1, 1
mascots or, 1, 1
or noble, 1, 1
noble savages, 1, 1
savages ”, 1, 1
” brown, 1, 1
brown also, 1, 1
also explains, 1, 1
explains that, 1, 1
that collaboration, 1, 1
collaboration is, 2, 1
is essential, 2, 2
essential in, 1, 1
in keeping, 1, 1
keeping the, 1, 1
and dignity, 2, 2
dignity of, 1, 1
americans through, 1, 1
through pop, 1, 1
culture “collaborations, 1, 1
“collaborations can, 1, 1
can work, 1, 1
work as, 3, 2
dynamics at, 1, 1
at hand, 2, 2
