word, tf, idf
researched on, 1, 1
on continually, 1, 1
continually the, 1, 1
the demand, 1, 1
demand for, 2, 2
for transportation, 1, 1
transportation will, 1, 1
will always, 4, 2
remain and, 1, 1
would always, 1, 1
always like, 1, 1
travel in, 3, 1
own personal, 1, 1
personal space, 1, 1
space the, 1, 1
most common, 1, 1
common fuel, 1, 1
fuel that, 1, 1
is used, 1, 1
used for, 2, 2
for running, 1, 1
running cars, 1, 1
cars is, 1, 1
is petroleum, 1, 1
petroleum and, 1, 1
this fuel, 1, 1
fuel will, 1, 1
in great, 1, 1
great scarcity, 1, 1
scarcity and, 1, 1
its demand, 1, 1
demand will, 1, 1
will keep, 1, 1
keep on, 1, 1
on increasing, 1, 1
increasing as, 1, 1
as years, 1, 1
years progress, 1, 1
progress people, 1, 1
people have, 2, 2
have already, 1, 1
already started, 1, 1
started switiching, 1, 1
switiching to, 1, 1
other sources, 1, 1
sources such, 1, 1
as hybrid, 1, 1
hybrid cars, 1, 1
cars which, 1, 1
which provide, 1, 1
provide a, 1, 1
of electricity, 1, 1
electricity and, 1, 1
and fuel, 1, 1
fuel on, 1, 1
on which, 1, 1
car can, 1, 1
can run, 1, 1
run researchers, 1, 1
researchers and, 1, 1
and scientists, 1, 1
scientists are, 1, 1
are continually, 1, 1
continually trying, 1, 1
to harness, 1, 1
harness the, 1, 1
the potential, 1, 1
potential of, 1, 1
of hydrogen, 2, 2
hydrogen h, 1, 1
h which, 1, 1
which if, 1, 1
if successful, 1, 1
successful can, 1, 1
be easily, 2, 2
easily used, 1, 1
to reduce, 1, 1
reduce any, 1, 1
any dependence, 1, 1
dependence on, 1, 1
on other, 1, 1
other fuels, 1, 1
fuels because, 1, 1
its abundance, 1, 1
abundance on, 1, 1
on earth, 1, 1
earth governments, 1, 1
governments of, 1, 1
of various, 1, 1
various countries, 1, 1
countries are, 2, 2
are making, 1, 1
making efforts, 1, 1
the use, 2, 2
transport such, 1, 1
public buses, 1, 1
buses and, 1, 1
and trains, 1, 1
trains more, 1, 1
common for, 1, 1
united arab, 1, 1
arab emirates, 1, 1
emirates a, 1, 1
huge project, 1, 1
project is, 2, 2
is presently, 1, 1
presently under, 1, 1
under construction, 1, 1
construction for, 1, 1
the metro, 1, 1
metro train, 1, 1
train various, 1, 1
various governments, 1, 1
are trying, 2, 2
to relieve, 2, 2
relieve the, 1, 1
the dependence, 1, 1
dependence of, 1, 1
a commuter, 1, 1
commuter on, 1, 1
on cars, 1, 1
cars but, 2, 2
but this, 1, 1
that every, 4, 3
person is, 1, 1
the train, 2, 2
train or, 1, 1
or bus, 1, 1
bus at, 1, 1
all times, 1, 1
times many, 1, 1
many people, 3, 3
people need, 3, 3
travel short, 1, 1
short or, 1, 1
or medium, 1, 1
medium distances, 1, 1
distances frequently, 1, 1
frequently throughout, 1, 1
day pertaining, 1, 1
pertaining to, 1, 1
their job, 1, 1
job requirements, 1, 1
requirements there, 1, 1
also people, 1, 1
who do, 1, 1
not like, 2, 2
like travel, 1, 1
in public, 2, 2
public or, 1, 1
or need, 1, 1
in controlled, 1, 1
controlled atmospheres, 1, 1
atmospheres because, 1, 1
medical conditions, 1, 1
conditions this, 1, 1
this category, 1, 1
category of, 2, 2
always require, 1, 1
require that, 1, 1
that some, 1, 1
some sort, 1, 1
of personal, 1, 1
personal transportation, 1, 1
transportation be, 1, 1
be available, 1, 1
available which, 1, 1
also comfortable, 1, 1
comfortable this, 1, 1
this requirement, 1, 1
requirement can, 1, 1
be fulfilled, 1, 1
fulfilled be, 1, 1
a vehicle, 1, 1
vehicle such, 1, 1
car therefore, 1, 1
therefore cars, 1, 1
cars will, 3, 3
always be, 2, 2
be there, 1, 1
there as, 1, 1
of transportation, 2, 2
transportation and, 1, 1
and will, 2, 2
not decrease, 1, 1
decrease in, 1, 1
in number, 1, 1
number than, 1, 1
than what, 2, 2
is present, 2, 2
present today, 2, 2
today various, 1, 1
various new, 1, 1
new sources, 1, 1
sources are, 1, 1
being developed, 1, 1
developed and, 1, 1
some may, 1, 1
may also, 2, 2
be discovered, 2, 2
discovered by, 1, 1
by scientists, 1, 1
and researchers, 1, 1
researchers it, 1, 1
that something, 1, 1
something more, 1, 1
efficient than, 1, 1
than petrol, 1, 1
petrol comes, 1, 1
comes into, 1, 1
into picture, 1, 1
picture and, 1, 1
and replace, 1, 1
replace it, 1, 1
draw, 4, 4
spiritual, 1, 1
eradicate, 2, 1
futhermore, 1, 1
elaborate, 1, 1
verbally, 1, 1
physically, 2, 2
radical, 1, 1
mindset, 2, 1
inclined, 1, 1
self-conceited, 1, 1
dazzling, 1, 1
grades, 1, 1
despise, 1, 1
incompetence, 1, 1
beings, 1, 1
divine, 2, 2
defects, 2, 1
tempo, 2, 2
catch, 4, 3
hare, 1, 1
stead, 1, 1
admiring, 1, 1
asking, 3, 3
surge, 1, 1
self-inferiority, 1, 1
devour, 1, 1
sob, 1, 1
similarly, 1, 1
distort, 1, 1
calling, 3, 3
names, 1, 1
sneering, 1, 1
neither, 1, 1
terrible, 2, 2
mirror, 1, 1
leaf, 1, 1
torture-like, 1, 1
baptism, 1, 1
studying, 1, 1
shouldn’t, 1, 1
respective, 1, 1
soar, 1, 1
whole-hearted, 1, 1
stairs, 1, 1
will choose, 2, 2
choose is, 1, 1
is everyone, 1, 1
it seems, 1, 1
best of, 2, 2
of myself, 2, 1
myself as, 1, 1
my advantages, 1, 1
advantages it, 1, 1
discover them, 1, 1
and draw, 1, 1
draw on, 1, 1
the spiritual, 1, 1
spiritual support, 1, 1
support to, 1, 1
face my, 2, 1
own drawbacks, 1, 1
drawbacks and, 1, 1
to eradicate, 1, 1
eradicate them, 2, 1
them futhermore, 1, 1
futhermore it, 1, 1
only make, 1, 1
make me, 1, 1
me see, 1, 1
see myself, 1, 1
myself more, 1, 1
clearly but, 1, 1
get along, 1, 1
along with, 2, 2
others smoothly, 1, 1
smoothly that, 1, 1
will surely, 1, 1
surely elaborate, 1, 1
elaborate how, 1, 1
others be, 1, 1
be it, 2, 2
it verbally, 1, 1
verbally or, 1, 1
or physically, 1, 1
physically the, 1, 1
i choose, 2, 2
i tend, 1, 1
a radical, 1, 1
radical mindset, 1, 1
mindset i, 1, 1
am inclined, 1, 1
inclined to, 1, 1
too self-conceited, 1, 1
self-conceited due, 1, 1
my advantage, 1, 1
advantage dazzling, 1, 1
dazzling grades, 1, 1
grades thus, 1, 1
thus i, 3, 3
i despise, 1, 1
despise my, 1, 1
classmates for, 1, 1
their incompetence, 1, 1
incompetence in, 1, 1
in studying, 1, 1
studying however, 1, 1
however none, 1, 1
human beings, 1, 1
beings is, 1, 1
a divine, 1, 1
divine i, 1, 1
some defects, 1, 1
defects too, 1, 1
too for, 1, 1
example when, 2, 2
to singing, 1, 1
singing i, 1, 1
always out, 1, 1
of tune, 1, 1
tune and, 1, 1
the tempo, 1, 1
tempo is, 1, 1
is as, 3, 3
to catch, 2, 2
catch as, 1, 1
a hare, 1, 1
hare in, 1, 1
in stead, 1, 1
stead of, 1, 1
of admiring, 1, 1
admiring others, 1, 1
and asking, 2, 2
asking them, 1, 1
them for, 1, 1
help i, 1, 1
i start, 1, 1
let the, 2, 2
the surge, 1, 1
surge of, 1, 1
of self-inferiority, 1, 1
self-inferiority devour, 1, 1
devour me, 1, 1
do nothing, 1, 1
nothing but, 1, 1
but sob, 1, 1
sob since, 1, 1
since i, 1, 1
can’t truly, 1, 1
truly accept, 1, 1
accept myself, 1, 1
i similarly, 1, 1
similarly distort, 1, 1
distort others, 1, 1
others such, 1, 1
as calling, 1, 1
calling others, 1, 1
others names, 1, 1
names and, 1, 1
and sneering, 1, 1
sneering at, 1, 1
at them, 1, 1
them neither, 1, 1
neither can, 1, 1
i be, 1, 1
myself nor, 1, 1
nor can, 1, 1
i respect, 1, 1
others however, 1, 1
however it, 1, 1
is better, 2, 2
better late, 1, 1
late than, 1, 1
than never, 1, 1
never and, 1, 1
am determined, 1, 1
change my, 1, 1
my terrible, 1, 1
terrible mindset, 1, 1
mindset this, 1, 1
the mirror, 1, 1
mirror in, 1, 1
which i, 4, 4
my disadvantages, 1, 1
disadvantages also, 1, 1
also this, 2, 2
may guide, 1, 1
accept every, 1, 1
every aspect, 3, 3
aspect of, 3, 3
will gradually, 1, 1
gradually conquer, 1, 1
the fear, 1, 1
my defects, 1, 1
defects and, 1, 1
then eradicate, 1, 1
them it, 1, 1
i may, 3, 3
it too, 1, 1
turn over, 1, 1
over a, 1, 1
new leaf, 1, 1
leaf however, 1, 1
i follow, 1, 1
book step, 1, 1
step by, 3, 2
by step, 3, 2
step i, 1, 1
know i, 1, 1
can hold, 2, 2
hold on, 1, 1
on after, 2, 2
the torture-like, 1, 1
torture-like baptism, 1, 1
baptism i, 1, 1
find one, 1, 1
thing every, 1, 1
every is, 1, 1
beautiful in, 1, 1
own way, 1, 1
way studying, 1, 1
studying is, 1, 1
me what, 1, 1
what singing, 1, 1
singing is, 1, 1
classmates i, 1, 1
i shouldn’t, 1, 1
shouldn’t look, 1, 1
look down, 2, 2
on either, 1, 1
either my, 1, 1
classmates or, 1, 1
or myself, 1, 1
myself for, 1, 1
for we, 1, 1
have our, 1, 1
our respective, 1, 1
respective sky, 1, 1
sky to, 1, 1
to soar, 1, 1
soar in, 1, 1
in in, 1, 1
in turn, 1, 1
turn my, 1, 1
classmates will, 1, 1
will see, 1, 1
my change, 1, 1
change in, 2, 2
in attitudes, 1, 1
attitudes towards, 1, 1
towards others, 1, 1
and feel, 1, 1
feel my, 1, 1
my whole-hearted, 1, 1
whole-hearted respect, 1, 1
respect for, 1, 1
for me, 1, 1
me this, 1, 1
is stairs, 1, 1
stairs which, 1, 1
will lead, 1, 1
whole new, 1, 1
new world, 2, 2
world as, 1, 1
take them, 1, 1
them step, 1, 1
publicity, 1, 1
obsolete, 1, 1
private, 1, 1
pushing, 1, 1
dining, 2, 2
duty, 4, 2
schoolwork, 1, 1
independent, 6, 4
strengthens, 1, 1
bond, 1, 1
belonging, 1, 1
there used, 1, 1
an ancient, 1, 1
ancient saying, 1, 1
saying in, 2, 2
china that, 1, 1
be driven, 1, 1
driven from, 1, 1
kitchen however, 1, 1
however with, 1, 1
the publicity, 1, 1
publicity of, 1, 1
the gender, 1, 1
gender equality, 1, 1
equality concept, 1, 1
concept i, 1, 1
saying is, 1, 1
is totally, 1, 1
totally obsolete, 1, 1
obsolete in, 1, 1
of housework, 3, 3
housework should, 1, 1
be fair, 1, 1
fair for, 1, 1
instance some, 1, 1
some private, 1, 1
private chores, 1, 1
chores such, 1, 1
washing one’s, 1, 1
one’s own, 5, 3
own dishes, 1, 1
cleaning one’s, 1, 1
room should, 1, 1
ourselves since, 1, 1
since the, 1, 1
is shared, 1, 1
family we, 1, 1
should at, 1, 1
least do, 1, 1
own parts, 1, 1
work instead, 1, 1
of pushing, 1, 1
pushing all, 1, 1
responsibilities to, 2, 2
our poor, 1, 1
poor mother, 1, 1
mother as, 1, 1
for chores, 1, 1
chores like, 1, 1
like sweeping, 1, 1
floor washing, 1, 1
and setting, 1, 1
setting the, 1, 1
the dining, 1, 1
dining table, 1, 1
table should, 1, 1
assigned fairly, 1, 1
fairly too, 1, 1
too we, 1, 1
turns doing, 1, 1
doing them, 1, 1
them whenever, 1, 1
whenever we, 1, 1
have free, 1, 1
time in, 1, 1
my point, 3, 3
of view, 4, 3
view doing, 1, 1
is all, 1, 1
family members’, 1, 1
members’ duty, 1, 1
duty rather, 1, 1
than our, 1, 1
our mother’s, 1, 1
mother’s if, 1, 1
if all, 1, 1
us can, 2, 2
can share, 2, 2
chores together, 2, 2
can definitely, 1, 1
definitely maintain, 1, 1
our living, 1, 1
environment efficiently, 1, 1
efficiently as, 1, 1
the condition, 1, 1
condition in, 1, 1
family it’s, 1, 1
it’s definitely, 1, 1
great model, 1, 1
model even, 1, 1
even though, 4, 4
though my, 1, 1
dad has, 1, 1
work he, 1, 1
still helps, 1, 1
helps to, 1, 1
do some, 1, 1
some housework, 1, 1
housework on, 1, 1
on holidays, 1, 1
holidays especially, 1, 1
especially tasks, 1, 1
tasks that, 2, 2
that takes, 1, 1
takes strength, 1, 1
strength my, 1, 1
are busy, 1, 1
busy with, 1, 1
with schoolwork, 1, 1
schoolwork every, 1, 1
day but, 1, 1
but we, 4, 4
we still, 2, 2
still do, 2, 2
our part, 1, 1
part pretty, 1, 1
pretty well, 2, 2
well furthermore, 1, 1
furthermore during, 1, 1
during winter, 1, 1
winter and, 2, 2
and summer, 1, 1
vacation we, 1, 1
we even, 1, 1
even help, 1, 1
house to, 1, 1
to me, 4, 3
me it’s, 1, 1
great experience, 1, 1
experience to, 1, 1
grow mature, 1, 1
mature and, 1, 1
and independent, 1, 1
independent doing, 1, 1
doing house, 1, 1
chores not, 1, 1
only teaches, 1, 1
teaches me, 1, 1
own life, 1, 1
life but, 1, 1
also strengthens, 1, 1
strengthens the, 1, 1
the bond, 1, 1
bond with, 1, 1
family it, 1, 1
really gives, 1, 1
gives me, 1, 1
a sense, 6, 4
accomplishment and, 1, 1
and belonging, 1, 1
belonging it, 1, 1
it makes, 1, 1
me feel, 1, 1
feel that, 1, 1
that i’m, 1, 1
i’m a, 1, 1
family i, 1, 1
believe i’ll, 1, 1
i’ll keep, 1, 1
keep this, 1, 1
this great, 1, 1
habit and, 1, 1
make our, 2, 2
better place, 1, 1
nowadys, 2, 1
observations, 2, 1
volunteering, 4, 1
contributions, 1, 1
report, 1, 1
libraries, 3, 2
america, 1, 1
revolutionary, 2, 2
trend, 4, 3
ten, 1, 1
regulated, 1, 1
un-paid, 1, 1
sacrafice, 1, 1
coummunities, 1, 1
cares, 2, 1
animals, 3, 2
horrible, 1, 1
abuse, 1, 1
cats, 2, 1
drink, 1, 1
detergents, 1, 1
bubbles, 1, 1
abusement, 1, 1
post, 2, 2
cooperations, 1, 1
track, 1, 1
mans, 1, 1
ip, 1, 1
punishment, 1, 1
particpate, 1, 1
dance, 4, 3
coummunity, 1, 1
similar, 2, 2
are saying, 1, 1
saying that, 2, 2
people nowadys, 2, 1
nowadys do, 2, 1
not give, 1, 1
give enough, 2, 1
to helping, 1, 1
helping their, 3, 1
communities however, 1, 1
however i, 2, 2
disagree by, 1, 1
careful observations, 2, 1
observations i, 1, 1
do give, 2, 1
communities there, 2, 1
the communities, 1, 1
communities such, 1, 1
as by, 1, 1
by volunteering, 1, 1
volunteering caring, 1, 1
caring for, 1, 1
people participating, 1, 1
in community, 1, 1
community activities, 2, 1
activities many, 1, 1
today make, 1, 1
make contributions, 1, 1
contributions to, 1, 1
communities by, 1, 1
by participating, 2, 2
in volunteering, 1, 1
volunteering jobs, 2, 1
jobs a, 1, 1
a recent, 1, 1
recent news, 1, 1
news report, 1, 1
report in, 1, 1
has shown, 1, 1
shown that, 1, 1
more students, 1, 1
students today, 1, 1
today are, 2, 2
are willing, 1, 1
to volunteer, 1, 1
volunteer at, 1, 1
at places, 1, 1
places including, 1, 1
including libraries, 1, 1
libraries and, 1, 1
and hospitals, 1, 1
hospitals during, 1, 1
during their, 1, 1
their summer, 1, 1
summer vacations, 1, 1
vacations this, 1, 1
seem common, 1, 1
in america, 1, 1
america however, 1, 1
however its, 1, 1
its a, 2, 2
a revolutionary, 1, 1
revolutionary trend, 1, 1
trend in, 1, 1
taiwan ten, 1, 1
ten or, 1, 1
or twenty, 1, 1
ago students, 1, 1
students in, 1, 1
taiwan were, 2, 1
were regulated, 1, 1
regulated by, 1, 1
their parents, 1, 1
to only, 2, 1
only focus, 1, 1
studies young, 1, 1
people during, 1, 1
during that, 2, 2
that time, 4, 4
time were, 1, 1
were educated, 1, 1
educated to, 1, 1
only care, 1, 1
care about, 1, 1
themselves about, 1, 1
about their, 2, 2
studies and, 1, 1
were not, 3, 3
not allowed, 1, 1
do un-paid, 1, 1
un-paid works, 1, 1
works such, 1, 1
as volunteering, 1, 1
jobs however, 1, 1
however during, 1, 1
during recent, 1, 1
years young, 1, 1
to sacrafice, 1, 1
sacrafice their, 1, 1
their time, 2, 2
do volunteering, 1, 1
volunteering works, 1, 1
works which, 1, 1
which shows, 1, 1
today spend, 1, 1
on helping, 1, 1
their coummunities, 1, 1
coummunities in, 1, 1
addition young, 1, 1
today cares, 1, 1
cares more, 1, 1
about people, 1, 1
even animals, 1, 1
animals in, 1, 1
a horrible, 1, 1
horrible news, 1, 1
news about, 1, 1
man who, 1, 1
who abuse, 1, 1
abuse cats, 1, 1
cats in, 1, 1
his home, 1, 1
home recently, 1, 1
recently in, 1, 1
taiwan the, 3, 3
the man, 1, 1
man force, 1, 1
force his, 1, 1
his cats, 1, 1
cats to, 1, 1
to drink, 1, 1
drink detergents, 1, 1
detergents and, 1, 1
made them, 1, 1
them make, 1, 1
make bubbles, 1, 1
bubbles and, 1, 1
and then, 1, 1
then his, 1, 1
his took, 1, 1
pictures of, 2, 2
this abusement, 1, 1
abusement and, 1, 1
and post, 2, 2
post them, 1, 1
them on, 1, 1
the internet, 2, 2
internet the, 1, 1
the young, 1, 1
were irritated, 1, 1
irritated by, 1, 1
his actions, 2, 1
actions and, 1, 1
by cooperations, 1, 1
cooperations track, 1, 1
track down, 1, 1
the mans, 1, 1
mans internet, 1, 1
internet ip, 1, 1
ip address, 1, 1
address and, 1, 1
and located, 1, 1
located where, 1, 1
where he, 2, 2
he live, 1, 1
live consequently, 1, 1
consequently the, 1, 1
the man, 3, 2
man was, 1, 1
was punishment, 1, 1
punishment by, 1, 1
police of, 1, 1
actions due, 1, 1
help from, 4, 3
from these, 1, 1
who cares, 1, 1
cares about, 1, 1
about animals, 1, 1
animals furthermore, 1, 1
furthermore many, 1, 1
people particpate, 1, 1
particpate in, 1, 1
a friend, 1, 1
friend that, 1, 1
that join, 1, 1
join the, 1, 1
the dance, 1, 1
dance club, 1, 1
club that, 1, 1
his coummunity, 1, 1
coummunity he, 1, 1
meet lots, 1, 1
with similar, 2, 2
similar interest, 1, 1
interest for, 1, 1
for that, 1, 1
particular club, 1, 1
club and, 1, 1
if members, 1, 1
members from, 1, 1
from that, 3, 3
that club, 1, 1
club has, 1, 1
has problems, 1, 1
problems he, 1, 1
would try, 1, 1
help them, 2, 2
them at, 2, 2
at no, 1, 1
no costs, 1, 1
costs finally, 1, 1
finally young, 1, 1
today do, 1, 1
give time, 1, 1
communities and, 1, 1
this trend, 1, 1
trend can, 1, 1
easily found, 1, 1
found by, 1, 1
by careful, 1, 1
books, 1, 1
breaks, 1, 1
is, 4, 3
focusing, 2, 2
respecting, 3, 2
talks, 1, 1
react, 1, 1
major, 5, 4
regarding, 3, 3
embracing, 1, 1
shortages, 1, 1
ways, 1, 1
emotions, 1, 1
jealousy, 1, 1
despair, 3, 3
selling-points, 1, 1
attraction, 1, 1
basestone, 1, 1
peaceful, 1, 1
harmonic, 1, 1
recent, 1, 1
charlie, 2, 1
shooting, 1, 1
protests, 1, 1
usa, 1, 1
originated, 1, 1
disrespect, 1, 1
brutal, 1, 1
retaliation, 1, 1
long-, 1, 1
discriminated, 1, 1
islamic, 1, 1
france, 3, 2
disrespecting, 1, 1
cartoons, 1, 1
justify, 1, 1
shooters’, 1, 1
fully, 1, 1
embrace, 1, 1
wish, 1, 1
differently, 2, 2
gifted, 1, 1
freely, 1, 1
favoring, 1, 1
embark, 1, 1
books have, 1, 1
have always, 1, 1
been my, 2, 2
my best, 4, 3
best company, 1, 1
company during, 1, 1
during summer, 1, 1
summer breaks, 1, 1
breaks this, 1, 1
this summer, 1, 1
summer i, 2, 2
read “everyone, 1, 1
“everyone is, 1, 1
is beautiful”, 1, 1
beautiful” by, 1, 1
strong according, 1, 1
to its, 1, 1
cover i, 1, 1
is focusing, 1, 1
focusing on, 1, 1
on two, 2, 1
different aspects, 1, 1
aspects respecting, 1, 1
respecting others, 2, 1
being oneself, 1, 1
oneself the, 1, 1
part respecting, 1, 1
others talks, 1, 1
talks about, 1, 1
the open-minded, 1, 1
open-minded attitude, 1, 1
towards other, 1, 1
people when, 2, 2
when we, 2, 2
we encounter, 1, 1
encounter different, 1, 1
different personalities, 1, 1
personalities habits, 1, 1
habits or, 1, 1
or opinions, 1, 1
opinions how, 1, 1
how should, 1, 1
we react, 1, 1
react this, 1, 1
a major, 3, 2
major question, 1, 1
question for, 1, 1
to answer, 1, 1
answer regarding, 1, 1
regarding the, 2, 2
first aspect, 1, 1
aspect the, 1, 1
second part, 1, 1
book teaches, 1, 1
us how, 1, 1
love ourselves, 1, 1
ourselves embracing, 1, 1
embracing the, 1, 1
and shortages, 1, 1
shortages in, 1, 1
in us, 1, 1
us ways, 1, 1
ways to, 1, 1
avoid negative, 1, 1
negative emotions, 1, 1
emotions such, 1, 1
as jealousy, 1, 1
jealousy and, 1, 1
and despair, 1, 1
despair are, 1, 1
the selling-points, 1, 1
selling-points of, 1, 1
book my, 1, 1
my attraction, 1, 1
attraction to, 1, 1
reasons first, 2, 2
first i, 1, 1
believe mutual, 1, 1
the basestone, 1, 1
basestone of, 1, 1
a peaceful, 1, 1
peaceful and, 1, 1
and harmonic, 1, 1
harmonic society, 1, 1
society recent, 1, 1
recent events, 1, 1
events such, 1, 1
the charlie, 1, 1
charlie shooting, 1, 1
shooting in, 1, 1
paris and, 1, 1
the protests, 1, 1
protests in, 1, 1
the usa, 1, 1
usa both, 1, 1
both originated, 1, 1
originated from, 1, 1
from to, 1, 1
to disrespect, 1, 1
disrespect of, 1, 1
of other, 1, 1
other cultures, 1, 1
cultures the, 1, 1
the tragedy, 1, 1
tragedy of, 1, 1
of charlie, 1, 1
charlie was, 1, 1
a brutal, 1, 1
brutal retaliation, 1, 1
retaliation from, 1, 1
the long-, 1, 1
long- discriminated, 1, 1
discriminated islamic, 1, 1
islamic people, 1, 1
in france, 3, 2
france although, 1, 1
although the, 1, 1
the disrespecting, 1, 1
disrespecting cartoons, 1, 1
cartoons didn’t, 1, 1
didn’t justify, 1, 1
justify the, 1, 1
the shooters’, 1, 1
shooters’ actions, 1, 1
actions it, 1, 1
it questions, 1, 1
questions the, 1, 1
the balance, 1, 1
between freedom, 1, 1
freedom of, 2, 2
of speech, 2, 2
speech and, 1, 1
respect therefore, 1, 1
is essential, 1, 1
essential for, 1, 1
for world, 1, 1
world citizens, 1, 1
citizens to, 1, 1
others in, 1, 1
live as, 1, 1
family the, 2, 2
reason i, 2, 2
to fully, 1, 1
fully embrace, 1, 1
embrace myself, 1, 1
myself there, 1, 1
always times, 1, 1
feel depressed, 1, 1
and wish, 1, 1
wish i, 1, 1
born differently, 1, 1
differently however, 1, 1
can’t change, 1, 1
change what, 1, 1
already gifted, 1, 1
gifted to, 1, 1
me whether, 1, 1
i like, 2, 2
like it, 1, 1
it or, 1, 1
not judging, 1, 1
its title, 1, 1
i need, 2, 2
need only, 1, 1
only when, 2, 2
can freely, 1, 1
freely be, 1, 1
will i, 1, 1
i live, 1, 1
happy life, 1, 1
life these, 1, 1
are my, 1, 1
my two, 1, 1
reasons for, 1, 1
for favoring, 1, 1
favoring this, 1, 1
can’t wait, 1, 1
wait to, 2, 2
to embark, 1, 1
embark on, 1, 1
my journey, 1, 1
journey of, 1, 1
of reading, 1, 1
offered, 1, 1
selling, 2, 2
remuneration, 1, 1
presume, 1, 1
circulation, 2, 2
quite, 1, 1
statements, 1, 1
estimations, 1, 1
earth, 1, 1
supplies, 2, 1
wont, 5, 3
disposing, 1, 1
alledge, 2, 1
disposal, 1, 1
2050, 1, 1
anyway, 1, 1
warming, 1, 1
faced, 4, 4
dicrease, 2, 1
stricter, 1, 1
laws, 1, 1
imply, 1, 1
eventually, 3, 2
evolution, 3, 2
occur, 1, 1
gathering, 2, 2
cities, 2, 2
subways, 1, 1
lesser, 1, 1
mere, 1, 1
correlated, 1, 1
fields, 1, 1
economical, 1, 1
vegetals, 1, 1
brasil, 1, 1
personnally, 1, 1
ore, 1, 1
respectful, 1, 1
emnvir, 1, 1
the number, 1, 1
cars that, 2, 2
are used, 2, 2
used today, 1, 1
today mainly, 1, 1
mainly depends, 1, 1
on to, 2, 2
to aspects, 1, 1
aspects the, 1, 1
cars offered, 1, 1
offered by, 1, 1
by car, 1, 1
car industry, 3, 1
industry and, 1, 1
cars asked, 1, 1
asked by, 1, 1
world population, 1, 1
population but, 1, 1
as selling, 1, 1
selling cars, 1, 1
cars provides, 1, 1
provides remuneration, 1, 1
remuneration to, 1, 1
industry one, 1, 1
can presume, 1, 1
presume that, 1, 1
in circulation, 1, 1
circulation in, 1, 1
will mostly, 1, 1
mostly depends, 1, 1
on whether, 1, 1
be interesting, 1, 1
interesting to, 2, 2
buy a, 1, 1
car in, 2, 2
in let, 1, 1
let say, 1, 1
say twenty, 1, 1
years quite, 1, 1
quite a, 1, 1
of statements, 1, 1
statements are, 1, 1
a reduction, 1, 1
worlds cars, 1, 1
cars population, 2, 1
population in, 1, 1
next years, 3, 2
years first, 1, 1
first the, 1, 1
good part, 1, 1
the estimations, 1, 1
estimations we, 1, 1
have tells, 1, 1
tells us, 1, 1
the earth, 1, 1
earth oil, 1, 1
oil supplies, 1, 1
supplies wont, 1, 1
wont last, 1, 1
last forever, 1, 1
forever in, 1, 1
fact with, 1, 1
technologies we, 1, 1
are disposing, 1, 1
disposing of, 1, 1
of we, 1, 1
can alledge, 1, 1
alledge that, 2, 1
that fuel, 1, 1
fuel wont, 1, 1
wont be, 1, 1
be at, 1, 1
at our, 1, 1
our disposal, 1, 1
disposal any, 1, 1
any more, 1, 1
more by, 1, 1
the year, 2, 2
year 2050, 1, 1
2050 it, 1, 1
will anyway, 1, 1
anyway have, 1, 1
have become, 2, 2
become pretty, 1, 1
pretty expensive, 1, 1
expensive secondly, 1, 1
secondly global, 1, 1
global warming, 1, 1
warming being, 1, 1
being an, 1, 1
an issue, 1, 1
issue which, 1, 1
which has, 1, 1
be faced, 2, 2
faced the, 1, 1
worlds population, 3, 1
population will, 2, 1
to dicrease, 1, 1
dicrease its, 1, 1
its use, 1, 1
of fuel, 1, 1
fuel and, 1, 1
thus of, 1, 1
cars stricter, 1, 1
stricter laws, 1, 1
laws will, 1, 1
will imply, 1, 1
imply less, 1, 1
less pollution, 1, 1
pollution in, 1, 1
future eventually, 1, 1
eventually the, 2, 1
the evolution, 2, 2
evolution of, 2, 1
of customs, 1, 1
customs worldwide, 1, 1
worldwide may, 1, 1
may occur, 1, 1
occur with, 1, 1
the dicrease, 1, 1
dicrease of, 1, 1
years since, 1, 1
since people, 1, 1
are gathering, 1, 1
gathering in, 1, 1
in bigger, 1, 1
bigger and, 1, 1
and bigger, 1, 1
bigger cities, 1, 1
cities the, 1, 1
of subways, 1, 1
subways and, 1, 1
and buses, 1, 1
buses will, 1, 1
will grow, 2, 1
grow but, 1, 1
the major, 1, 1
major point, 1, 1
point is, 1, 1
is if, 2, 2
be lesser, 1, 1
lesser cars, 1, 1
in twenty, 6, 4
years is, 1, 1
not even, 1, 1
even certain, 1, 1
certain what, 1, 1
is for, 1, 1
for sure, 2, 1
sure is, 1, 1
that cars, 1, 1
be different, 1, 1
different why, 1, 1
why could, 1, 1
could the, 1, 1
population demand, 1, 1
for cars, 2, 2
cars grow, 1, 1
grow the, 1, 1
first answer, 1, 1
answer is, 1, 1
is mere, 1, 1
mere the, 1, 1
human population, 1, 1
grow over, 1, 1
over twenty, 1, 1
years for, 1, 1
sure the, 1, 1
the cars, 1, 1
cars demand, 1, 1
demand being, 1, 1
being correlated, 1, 1
correlated to, 1, 1
population the, 1, 1
the global, 2, 1
global demand, 1, 1
demand could, 1, 1
important in, 1, 1
future cars, 1, 1
cars can, 1, 1
also use, 1, 1
less fuel, 1, 1
fuel for, 4, 2
same distance, 2, 2
distance and, 2, 2
new petroleum, 1, 1
petroleum fields, 1, 1
fields can, 1, 1
discovered but, 1, 1
but since, 1, 1
will soon, 1, 1
