word, tf, idf
calculate the, 1, 1
the model, 1, 1
model size, 1, 1
size and, 1, 1
and training, 1, 1
training time, 1, 1
indispensable the, 1, 1
the prementioned, 1, 1
prementioned classes, 1, 1
classes support, 1, 1
support me, 1, 1
me with, 2, 1
with sufficient, 1, 1
sufficient training, 1, 1
training to, 1, 1
the laboratory, 1, 1
laboratory of, 1, 1
of professor, 1, 1
professor js, 1, 1
js jang, 1, 1
jang and, 1, 1
and selected, 1, 1
selected speech, 1, 1
speech diarization, 1, 1
diarization as, 1, 1
the topic, 1, 1
topic of, 1, 1
my research, 3, 1
research in, 1, 1
in an, 1, 1
an attempt, 1, 1
attempt to, 1, 1
to pursue, 2, 1
pursue better, 1, 1
better results, 1, 1
results numerous, 1, 1
numerous experiments, 1, 1
experiments had, 1, 1
had conducted, 1, 1
conducted i, 1, 1
i worked, 1, 1
worked with, 1, 1
with limited, 1, 1
limited time, 1, 1
and had, 1, 1
had to, 1, 1
make proper, 1, 1
proper allocate, 1, 1
allocate between, 1, 1
between other, 1, 1
other courses, 1, 1
courses although, 1, 1
although not, 1, 1
not every, 1, 1
every trial, 1, 1
trial resulted, 1, 1
resulted in, 1, 1
a prospective, 1, 1
prospective answer, 1, 1
answer i, 1, 1
i recognized, 1, 1
recognized the, 1, 1
the importance, 1, 1
importance of, 1, 1
of improving, 1, 1
improving from, 1, 1
the failure, 1, 1
failure how, 1, 1
how to, 3, 3
to re-design, 1, 1
re-design the, 1, 1
the alternatives, 2, 2
alternatives after, 1, 1
after ameliorating, 1, 1
ameliorating the, 1, 1
the previous, 1, 1
previous unsuccess, 1, 1
unsuccess or, 1, 1
or try, 1, 1
try multiple, 1, 1
multiple potential, 1, 1
potential solutions, 1, 1
solutions instead, 1, 1
instead of, 3, 3
of insisting, 1, 1
insisting on, 1, 1
on one, 2, 2
one finally, 1, 1
finally the, 1, 1
the method, 1, 1
method of, 1, 1
of mcff, 1, 1
mcff dimensions, 1, 1
dimensions reduction, 1, 1
reduction and, 1, 1
and k-means, 1, 1
k-means clustering, 1, 1
clustering algorithm, 1, 1
algorithm reaches, 1, 1
reaches more, 1, 1
than 85, 1, 1
85 accuracy, 1, 1
accuracy tested, 1, 1
tested by, 1, 1
by more, 1, 1
than thousands, 1, 1
thousands of, 1, 1
of phone, 1, 1
phone records, 1, 1
records i, 1, 1
i look, 1, 1
look forward, 1, 1
forward to, 1, 1
to extending, 1, 1
extending the, 1, 1
the former, 1, 1
former approaches, 1, 1
approaches or, 1, 1
or coordinating, 1, 1
coordinating this, 1, 1
this experience, 1, 1
experience and, 1, 1
and other, 2, 2
other research, 1, 1
research this, 1, 1
this semester, 1, 1
semester i, 1, 1
i got, 1, 1
got an, 1, 1
an internship, 1, 1
internship at, 1, 1
at cyberon, 1, 1
cyberon corporation, 2, 1
corporation last, 1, 1
last summer, 1, 1
summer a, 1, 1
a taiwan, 1, 1
taiwan company, 1, 1
company dedicated, 1, 1
dedicated to, 1, 1
to providing, 1, 1
providing embedded, 1, 1
embedded speech, 1, 1
speech solutions, 1, 1
solutions text, 1, 1
text to, 1, 1
to speech, 1, 1
speech tts, 1, 1
tts department, 1, 1
department my, 1, 1
my responsibilities, 1, 1
responsibilities were, 1, 1
were to, 1, 1
to implement, 3, 3
implement an, 1, 1
an end-to-end, 1, 1
end-to-end tts, 1, 1
tts model, 1, 1
model like, 1, 1
like a, 4, 3
a voice, 2, 2
voice google, 1, 1
google translation-like, 1, 1
translation-like system, 1, 1
system since, 1, 1
since such, 1, 1
such a, 2, 2
large project, 1, 1
project almost, 1, 1
almost frustrated, 1, 1
frustrated me, 1, 1
me initially, 1, 1
initially i, 1, 1
i tried, 2, 2
tried to, 3, 3
to simplify, 1, 1
simplify this, 1, 1
this tough, 1, 1
tough work, 1, 1
work by, 1, 1
by dividing, 1, 1
dividing it, 1, 1
it into, 1, 1
into smaller, 1, 1
smaller tasks, 1, 1
tasks and, 1, 1
and gradually, 1, 1
gradually crystallizing, 1, 1
crystallizing parts, 1, 1
parts of, 1, 1
of them, 2, 2
them i, 1, 1
i used, 2, 2
used more, 1, 1
than three, 1, 1
three thousand, 1, 1
thousand chinese, 1, 1
chinese sentences, 1, 1
sentences as, 1, 1
the dataset, 1, 1
dataset to, 1, 1
to complete, 1, 1
complete my, 1, 1
my job, 1, 1
job the, 1, 1
the work, 1, 1
work included, 1, 1
included cutting, 1, 1
cutting the, 1, 1
the words, 1, 1
words into, 1, 1
into phonemes, 1, 1
phonemes predicting, 1, 1
predicting the, 1, 1
the frame, 2, 1
frame number, 1, 1
number to, 1, 1
to establishing, 1, 1
establishing models, 1, 1
models for, 1, 1
for fitting, 1, 1
fitting proper, 1, 1
proper spectrogram, 1, 1
spectrogram and, 1, 1
and frequency, 1, 1
frequency and, 1, 1
and recovering, 1, 1
recovering the, 1, 1
the voice, 2, 1
voice i, 1, 1
i helped, 1, 1
helped to, 1, 1
to construct, 1, 1
construct the, 1, 1
frame prediction, 1, 1
prediction model, 1, 1
model and, 1, 1
voice recovery, 1, 1
recovery model, 1, 1
model the, 1, 1
the goal, 1, 1
goal was, 1, 1
was to, 1, 1
to produce, 1, 1
produce human-like, 1, 1
human-like voices, 1, 1
voices that, 1, 1
that protended, 1, 1
protended the, 1, 1
the need, 1, 1
need of, 1, 1
of capturing, 1, 1
capturing crucial, 1, 1
crucial features, 1, 1
features to, 1, 1
to distinguish, 2, 2
distinguish trifling, 1, 1
trifling discrepancies, 1, 1
discrepancies between, 1, 1
between milliseconds, 1, 1
milliseconds this, 1, 1
project armed, 1, 1
armed me, 1, 1
to observe, 2, 2
observe even, 1, 1
even the, 1, 1
most insignificant, 1, 1
insignificant components, 1, 1
components which, 1, 1
which may, 2, 2
may yield, 1, 1
yield dramatic, 1, 1
dramatic improvements, 1, 1
improvements to, 1, 1
the results, 1, 1
results the, 1, 1
the final, 1, 1
final presentation, 1, 1
presentation of, 1, 1
this project, 3, 2
project turned, 1, 1
turned out, 1, 1
out previous, 1, 1
previous hard-to-achieved, 1, 1
hard-to-achieved missions, 1, 1
missions transformed, 1, 1
transformed into, 1, 1
into precious, 1, 1
precious achievement, 1, 1
achievement i, 1, 1
was thrilled, 1, 1
thrilled at, 1, 1
at touching, 1, 1
touching the, 1, 1
the diversity, 1, 1
diversity of, 1, 1
science advanced, 1, 1
advanced information, 1, 1
information security, 1, 1
security summer, 1, 1
summer school, 1, 1
school ais3, 1, 1
ais3 gave, 1, 1
gave me, 1, 1
me such, 1, 1
such an, 1, 1
opportunity to, 1, 1
keep abreast, 1, 1
the latest, 1, 1
latest security, 1, 1
security issues, 1, 1
issues simultaneously, 1, 1
simultaneously propose, 1, 1
propose the, 1, 1
the experimental, 1, 1
experimental solutions, 1, 1
solutions toward, 1, 1
toward these, 1, 1
these problems, 1, 1
problems domestic, 1, 1
domestic catch, 1, 1
catch the, 1, 1
the flag, 1, 1
flag ctf, 1, 1
ctf pre-exam, 1, 1
pre-exam was, 1, 1
was required, 1, 1
required to, 2, 2
to filter, 1, 1
filter qualified, 1, 1
qualified attenders, 1, 1
attenders for, 1, 1
for ais3, 1, 1
ais3 to, 1, 1
to ensure, 1, 1
ensure students, 1, 1
are capable, 1, 1
capable of, 1, 1
a week, 1, 1
week of, 1, 1
of intense, 1, 1
intense classes, 1, 1
classes that, 1, 1
that were, 1, 1
were arranged, 1, 1
arranged to, 1, 1
to establish, 2, 2
establish the, 1, 1
the elementary, 1, 1
elementary ability, 1, 1
ability for, 1, 1
the subsequent, 1, 1
subsequent project, 1, 1
project in, 1, 1
project our, 1, 1
our team, 1, 1
team ameliorated, 1, 1
ameliorated the, 1, 1
the problem, 2, 2
problem of, 1, 1
of visualization, 1, 1
visualization on, 1, 1
the event, 3, 2
event log, 2, 1
log which, 1, 1
a built-in, 1, 1
built-in program, 1, 1
program that, 1, 1
that records, 1, 1
records information, 1, 1
the programs, 1, 1
programs in, 1, 1
the operating, 1, 1
operating system, 1, 1
system whenever, 1, 1
whenever the, 1, 1
the computer, 1, 1
computer is, 1, 1
is infected, 1, 1
infected the, 1, 1
log can, 1, 1
be used, 1, 1
used to, 2, 2
to trace, 1, 1
trace the, 1, 1
the reasons, 1, 1
reasons the, 1, 1
the path, 2, 1
path of, 1, 1
the virus, 1, 1
virus this, 1, 1
this budding, 1, 1
budding design, 1, 1
design won, 1, 1
won the, 1, 1
the prize, 1, 1
prize of, 1, 1
best presentation, 1, 1
presentation in, 1, 1
the forensics, 1, 1
forensics group, 1, 1
group by, 1, 1
by extirpating, 1, 1
extirpating the, 1, 1
redundant record, 1, 1
record and, 1, 1
and emphasizing, 1, 1
emphasizing the, 1, 1
the abnormal, 1, 1
abnormal document, 1, 1
document based, 1, 1
data analysis, 1, 1
analysis forensic, 1, 1
forensic investigators, 1, 1
investigators can, 1, 1
can predictably, 1, 1
predictably save, 1, 1
save time, 1, 1
on browsing, 1, 1
browsing irrelevant, 1, 1
irrelevant data, 1, 1
data this, 1, 1
this research, 1, 1
research highlighted, 1, 1
highlighted another, 1, 1
another aspect, 1, 1
aspect of, 1, 1
science usability, 1, 1
usability some, 1, 1
some forensic, 1, 1
forensic applications, 1, 1
applications are, 1, 1
are accused, 1, 1
of lacking, 1, 1
lacking user-friendly, 1, 1
user-friendly consideration, 1, 1
consideration while, 1, 1
while they, 1, 1
they provide, 1, 1
provide ways, 1, 1
ways for, 1, 1
for investigators, 1, 1
investigators to, 1, 1
to access, 1, 1
access the, 1, 1
the solutions, 1, 1
solutions of, 1, 1
the problems, 2, 2
problems however, 1, 1
is hard, 2, 2
hard to, 2, 2
to use, 3, 3
use and, 1, 1
and no, 1, 1
no analysts, 1, 1
analysts are, 1, 1
are willing, 2, 2
willing to, 3, 2
to waste, 1, 1
waste time, 1, 1
time finding, 1, 1
finding a, 2, 2
a needle, 1, 1
needle in, 1, 1
the haystack, 1, 1
haystack i, 1, 1
i learned, 2, 1
learned how, 1, 1
to design, 1, 1
design an, 1, 1
an application, 1, 1
application with, 1, 1
with both, 1, 1
both correctness, 1, 1
correctness and, 1, 1
and usability, 1, 1
usability always, 1, 1
always imagining, 1, 1
imagining that, 1, 1
am one, 1, 1
one of, 3, 3
the users, 2, 1
users of, 1, 1
my application, 1, 1
application and, 1, 1
and adjust, 1, 1
adjust the, 1, 1
the interface, 1, 1
interface to, 1, 1
to satisfy, 1, 1
satisfy the, 1, 1
users the, 1, 1
the paper, 1, 1
paper audio, 1, 1
audio adversarial, 1, 1
adversarial examples, 1, 1
examples targeted, 1, 1
targeted attacks, 1, 1
attacks on, 1, 1
on speech-to-text, 1, 1
speech-to-text proposed, 1, 1
proposed by, 1, 1
by nicholas, 1, 1
nicholas carlini, 1, 1
carlini and, 1, 1
and david, 1, 1
david wagner, 1, 1
wagner is, 1, 1
is my, 2, 2
my first, 1, 1
first approach, 1, 1
approach to, 1, 1
to audio, 1, 1
audio adversarial, 1, 1
adversarial attack, 1, 1
attack which, 1, 1
is about, 1, 1
the noise, 1, 1
noise injection, 1, 1
injection whitebox, 1, 1
whitebox attack, 1, 1
attack toward, 2, 1
toward a, 1, 1
a speech, 1, 1
speech recognization, 1, 1
recognization system, 1, 1
system owning, 1, 1
owning the, 1, 1
the cross-domain, 1, 1
cross-domain background, 1, 1
background of, 2, 2
of digital, 1, 1
signal and, 1, 1
and security, 1, 1
security i, 2, 1
i would, 3, 3
would like, 2, 2
like to, 5, 5
to expand, 1, 1
expand this, 1, 1
this topic, 2, 2
topic in, 1, 1
my graduate, 1, 1
graduate year, 1, 1
year i, 1, 1
have read, 2, 2
read the, 2, 2
the paper, 1, 1
paper exposing, 1, 1
exposing congestion, 1, 1
congestion attack, 1, 1
attack on, 1, 1
on emerging, 1, 1
emerging connected, 1, 1
connected vehicle, 1, 1
vehicle based, 1, 1
based traffic, 1, 1
traffic signal, 1, 1
signal control, 1, 1
control by, 1, 1
by uci, 2, 1
uci professor, 1, 1
professor qa, 1, 1
qa chen, 1, 1
chen the, 1, 1
the analysis, 1, 1
analysis and, 1, 1
and attack, 1, 1
toward the, 1, 1
the present, 1, 1
present developing, 1, 1
developing technique, 1, 1
technique are, 1, 1
are impressive, 1, 1
impressive i, 1, 1
i believed, 1, 1
believed that, 2, 2
can expand, 1, 1
expand the, 1, 1
research of, 1, 1
of audio, 1, 1
audio adversaries, 1, 1
adversaries in, 1, 1
this environment, 1, 1
environment i, 1, 1
i also, 1, 1
also have, 1, 1
have broadened, 1, 1
broadened my, 1, 1
my knowledge, 2, 2
knowledge as, 1, 1
as reading, 1, 1
reading a, 1, 1
a practical, 1, 1
practical and, 1, 1
and provably, 1, 1
provably secure, 1, 1
secure coalition-resistant, 1, 1
coalition-resistant group, 1, 1
group signature, 1, 1
signature scheme, 1, 1
scheme a, 1, 1
a paper, 1, 1
paper written, 1, 1
written by, 1, 1
uci processer, 1, 1
processer g, 1, 1
g tsudik, 1, 1
tsudik this, 1, 1
this paper, 2, 1
paper discusses, 1, 1
discusses the, 1, 1
the signature, 1, 1
signature scheme, 1, 1
scheme cryptography-oriented, 1, 1
cryptography-oriented security, 1, 1
security this, 1, 1
paper demonstrates, 1, 1
demonstrates the, 1, 1
the professors, 1, 1
professors abundant, 1, 1
abundant experience, 1, 1
experience in, 1, 1
i definitely, 1, 1
definitely can, 1, 1
lot under, 1, 1
under his, 1, 1
his instruction, 1, 1
instruction even, 1, 1
even my, 1, 1
my expertise, 1, 1
expertise cannot, 1, 1
cannot wonderfully, 1, 1
wonderfully overlap, 1, 1
overlap with, 1, 1
the professor, 1, 1
professor at, 1, 1
at uci, 1, 1
uci the, 1, 1
knowledge i, 1, 1
learned previously, 1, 1
previously can, 1, 1
can compensate, 1, 1
in uci, 1, 1
uci by, 1, 1
by combining, 1, 1
combining two, 1, 1
two regions, 1, 1
regions meanwhile, 1, 1
am not, 2, 2
not insisted, 1, 1
insisted on, 1, 1
on my, 3, 3
the wide, 1, 1
wide spectrum, 1, 1
science i, 1, 1
i reached, 1, 1
reached proves, 1, 1
proves my, 1, 1
my mobility, 1, 1
mobility and, 1, 1
and adaptability, 1, 1
adaptability i, 1, 1
am always, 1, 1
always willing, 1, 1
to confront, 1, 1
confront new, 1, 1
new challenges, 1, 1
challenges and, 1, 1
and polish, 1, 1
polish myself, 1, 1
myself in, 1, 1
in other, 1, 1
other aspects, 1, 1
aspects that, 1, 1
that captivating, 1, 1
captivating speech, 1, 1
speech that, 1, 1
that inspired, 1, 1
inspired me, 1, 1
me for, 1, 1
time symbolizes, 1, 1
symbolizes the, 1, 1
path i, 1, 1
i hope, 2, 2
hope to, 1, 1
pursue i, 1, 1
i attended, 1, 1
attended all-encompassing, 1, 1
all-encompassing courses, 1, 1
courses in, 1, 1
in ntu, 1, 1
ntu and, 1, 1
and interned, 1, 1
interned for, 1, 1
a season, 1, 1
season in, 1, 1
in cyberon, 1, 1
corporation to, 1, 1
to close, 1, 1
close in, 1, 1
the goal, 1, 1
goal i, 1, 1
i expect, 1, 1
expect uci, 1, 1
uci to, 1, 1
my next, 1, 1
next station, 1, 1
station to, 1, 1
to approach, 1, 1
approach it, 1, 1
it professors, 1, 1
professors in, 1, 1
in various, 1, 1
various regions, 1, 1
regions the, 1, 1
the proximity, 1, 1
the big, 1, 1
big city, 1, 1
city are, 1, 1
the affinities, 1, 1
affinities for, 1, 1
for my, 3, 2
my chooses, 1, 1
chooses i, 1, 1
i will, 2, 2
will continue, 1, 1
continue my, 1, 1
research and, 1, 1
and endeavor, 1, 1
endeavor to, 1, 1
to share, 7, 3
share this, 1, 1
this pleasure, 1, 1
pleasure with, 1, 1
with uci, 1, 1
choose, 3, 3
alreatdy, 1, 1
risk, 3, 3
according, 1, 1
dr, 1, 1
gong, 1, 1
processor, 1, 1
korea, 1, 1
said, 2, 2
section, 2, 1
so, 5, 5
competitions, 1, 1
nobody, 1, 1
unusal, 1, 1
bulb, 1, 1
connecting, 1, 1
internet, 1, 1
lets, 1, 1
math, 2, 1
supposed, 1, 1
choise, 1, 1
someone, 1, 1
re, 1, 1
recently people, 1, 1
in what, 1, 1
they choose, 2, 2
choose their, 1, 1
their job, 1, 1
job for, 1, 1
life however, 1, 1
however lots, 1, 1
people believe, 1, 1
that only, 2, 2
they alreatdy, 1, 1
alreatdy know, 1, 1
well is, 2, 1
than taking, 1, 1
taking risk, 1, 1
risk and, 1, 1
things but, 1, 1
but i, 1, 1
i don, 1, 1
don agree, 1, 1
with this, 4, 3
this first, 1, 1
all according, 1, 1
according to, 1, 1
the dr, 1, 1
dr gong, 1, 1
gong who, 1, 1
who is, 2, 2
the the, 1, 1
the processor, 1, 1
processor of, 1, 1
of future, 1, 1
future business, 1, 1
business in, 1, 1
in korea, 1, 1
korea he, 1, 1
he said, 1, 1
said that, 1, 1
the professional, 1, 1
professional in, 1, 1
one section, 1, 1
section it, 1, 1
it takes, 1, 1
takes only, 1, 1
only about, 1, 1
about two, 1, 1
two years, 2, 2
years if, 1, 1
if we, 3, 3
we try, 1, 1
try our, 1, 1
our best, 1, 1
best so, 1, 1
so if, 1, 1
if your, 2, 2
your job, 2, 1
job has, 1, 1
has lot, 1, 1
of competitions, 1, 1
competitions it, 1, 1
it will, 3, 3
be hard, 1, 1
be successful, 2, 2
in that, 1, 1
that section, 1, 1
section you, 1, 1
you should, 1, 1
should change, 1, 1
change your, 1, 1
job that, 1, 1
that nobody, 1, 1
nobody can, 1, 1
can think, 1, 1
about your, 1, 1
your same, 1, 1
same idea, 1, 1
idea secondly, 1, 1
secondly people, 1, 1
are successful, 1, 1
their business, 2, 2
business are, 1, 1
are unusal, 1, 1
unusal idea, 1, 1
idea which, 1, 1
is like, 2, 2
like making, 1, 1
making the, 1, 1
the bulb, 1, 1
bulb connecting, 1, 1
connecting internet, 1, 1
internet i, 1, 1
think if, 1, 1
is many, 1, 1
can do, 1, 1
do it, 3, 2
it lets, 1, 1
lets say, 1, 1
say you, 1, 1
you are, 10, 3
are good, 1, 1
at math, 1, 1
math if, 1, 1
you going, 1, 1
a job, 1, 1
job with, 1, 1
the math, 1, 1
math you, 1, 1
are supposed, 1, 1
supposed be, 1, 1
a teacher, 1, 1
no other, 1, 1
other choise, 1, 1
choise therefore, 1, 1
therefore if, 1, 1
you think, 1, 1
think someone, 1, 1
someone like, 1, 1
like your, 1, 1
your idea, 1, 1
idea you, 1, 1
you should, 1, 1
should try, 1, 1
take the, 1, 1
the re, 1, 1
something, 1, 1
main, 2, 2
differents, 2, 1
question, 4, 4
night, 1, 1
responsabilities, 2, 2
15, 1, 1
adult, 1, 1
culb, 1, 1
restrition, 1, 1
other, 1, 1
inportant, 1, 1
depend, 2, 2
fathers, 1, 1
responsability, 2, 1
allways, 2, 1
whatever, 1, 1
worry, 2, 1
yourself, 1, 1
importan, 1, 1
ones, 3, 2
everything, 2, 2
bay, 2, 1
something, 3, 3
conclution, 1, 1
wait, 2, 2
until, 1, 1
something that, 1, 1
have in, 1, 1
in main, 1, 1
main are, 1, 1
the differents, 2, 1
differents between, 2, 1
between being, 1, 1
being a, 1, 1
people or, 1, 1
or old, 2, 1
old people, 3, 1
people what, 1, 1
what can, 1, 1
can you, 1, 1
you do, 3, 1
do when, 1, 1
when your, 2, 2
your are, 2, 1
are young, 4, 1
young rather, 1, 1
rather that, 1, 1
that old, 1, 1
old this, 1, 1
this question, 1, 1
question will, 1, 1
will give, 2, 2
give you, 1, 1
you which, 1, 1
which one, 1, 1
better night, 1, 1
night live, 1, 1
live responsabilities, 1, 1
responsabilities and, 1, 1
and money, 1, 1
money are, 1, 1
between then, 1, 1
then we, 1, 1
to begin, 1, 1
begin night, 1, 1
night live, 2, 1
live some, 1, 1
some young, 1, 1
people between, 1, 1
between 15, 1, 1
15 and, 1, 1
and 20, 1, 1
20 do, 1, 1
not even, 1, 1
even what, 1, 1
what a, 1, 1
a night, 2, 1
live is, 1, 1
is so, 1, 1
so if, 2, 1
are an, 1, 1
an adult, 1, 1
adult you, 1, 1
can enjoy, 2, 1
enjoy a, 1, 1
night culb, 1, 1
culb without, 1, 1
without any, 2, 2
any restrition, 1, 1
restrition other, 1, 1
other inportant, 1, 1
inportant point, 1, 1
point is, 2, 1
that you, 2, 2
to tell, 1, 1
tell anyone, 1, 1
anyone where, 1, 1
where are, 1, 1
are you, 2, 1
or what, 1, 1
what are, 1, 1
you doing, 1, 1
doing because, 1, 1
because you, 1, 1
a old, 3, 1
old and, 1, 1
not depend, 1, 1
depend of, 1, 1
of your, 1, 1
your fathers, 1, 1
fathers also, 1, 1
also other, 1, 1
other important, 1, 1
important point, 1, 1
point in, 1, 1
the live, 1, 1
live of, 1, 1
young or, 1, 1
the responsability, 1, 1
responsability if, 1, 1
if you, 1, 1
young you, 3, 1
you allways, 1, 1
allways will, 1, 1
will have, 1, 1
have school, 1, 1
school and, 1, 1
a big, 1, 1
big responsability, 1, 1
responsability but, 1, 1
are a, 1, 1
old you, 1, 1
you just, 4, 2
just will, 1, 1
will do, 1, 1
do whatever, 1, 1
whatever you, 1, 1
you want, 4, 1
want and, 1, 1
just have, 1, 1
to worry, 1, 1
worry about, 2, 1
about yourself, 1, 1
yourself the, 1, 1
the last, 1, 1
last and, 1, 1
and most, 1, 1
most importan, 1, 1
importan point, 1, 1
the money, 2, 2
money when, 1, 1
have you, 1, 1
you father, 1, 1
father and, 1, 1
and they, 1, 1
the only, 1, 1
only ones, 1, 1
ones who, 1, 1
are worry, 1, 1
the economy, 3, 2
economy however, 1, 1
however you, 1, 1
have everything, 2, 2
everything you, 1, 1
want only, 1, 1
only because, 1, 1
because is, 1, 1
not you, 1, 1
you money, 1, 1
is their, 1, 1
their money, 3, 3
money so, 1, 1
to bay, 1, 1
bay something, 1, 1
something the, 1, 1
the do, 1, 1
want you, 1, 1
just cannot, 1, 1
cannot bay, 1, 1
bay it, 1, 1
it in, 2, 2
in conclution, 1, 1
conclution the, 1, 1
the life, 1, 1
life for, 1, 1
people was, 1, 1
was is, 1, 1
is and, 1, 1
and will, 1, 1
be allways, 1, 1
allways better, 1, 1
better and, 1, 1
enjoy but, 1, 1
not as, 1, 1
as you, 1, 1
want but, 1, 1
but you, 1, 1
also wait, 1, 1
wait until, 1, 1
until you, 1, 1
you grow, 1, 1
grow up, 3, 3
up and, 2, 2
and become, 2, 2
old man, 1, 1
junior, 2, 2
carefully, 1, 1
websites, 1, 1
collected, 1, 1
relative, 1, 1
reference, 1, 1
excited, 4, 4
eagerness, 2, 2
hoping, 1, 1
electronic, 1, 1
engineering, 1, 1
approaching, 1, 1
enclosed, 1, 1
transcript, 1, 1
build, 2, 2
strong, 1, 1
base, 1, 1
subjects, 1, 1
built-up, 1, 1
neil, 1, 1
alden, 1, 1
armstrong, 1, 1
1969, 1, 1
says, 4, 3
giant, 1, 1
leap, 1, 1
mankind, 1, 1
negligible, 1, 1
undergraduates, 1, 1
contribution, 1, 1
discovery, 1, 1
universe, 1, 1
software, 3, 2
simulating, 1, 1
limitation, 3, 2
assist, 1, 1
real-world, 1, 1
measurement, 1, 1
universal, 1, 1
dream, 3, 3
proposal, 1, 1
far, 1, 1
unachievable, 1, 1
amalgam, 1, 1
postdoc, 1, 1
view, 3, 2
thanks, 2, 2
reply, 1, 1
e-mail, 2, 2
am in, 1, 1
the junior, 1, 1
junior year, 1, 1
year of, 1, 1
science department, 1, 1
department i, 1, 1
have carefully, 1, 1
carefully read, 1, 1
information on, 3, 3
the websites, 1, 1
websites and, 1, 1
and meanwhile, 1, 1
meanwhile collected, 1, 1
collected relative, 1, 1
relative reference, 1, 1
reference to, 1, 1
have an, 2, 2
an advanced, 1, 1
advanced understanding, 1, 1
understanding to, 1, 1
project the, 1, 1
the context, 1, 1
context of, 1, 1
plan make, 1, 1
me excited, 1, 1
excited hence, 1, 1
hence my, 1, 1
my eagerness, 2, 2
eagerness of, 1, 1
of extra, 1, 1
extra connection, 1, 1
connection hoping, 1, 1
hoping to, 1, 1
attend this, 1, 1
project i, 1, 1
i struggle, 1, 1
struggle on, 1, 1
my class, 1, 1
class performance, 1, 1
of both, 2, 1
both computer, 1, 1
science and, 1, 1
and electronic, 1, 1
electronic engineering, 1, 1
engineering in, 1, 1
my previous, 1, 1
previous college, 1, 1
college years, 1, 1
years approaching, 1, 1
approaching with, 1, 1
with enclosed, 1, 1
enclosed transcript, 1, 1
transcript to, 1, 1
to build, 1, 1
build a, 1, 1
a strong, 1, 1
strong base, 1, 1
base of, 1, 1
of various, 1, 1
various subjects, 1, 1
subjects this, 1, 1
this built-up, 1, 1
built-up knowledge, 1, 1
in several, 1, 1
several topic, 1, 1
topic enable, 1, 1
enable me, 1, 1
observe a, 1, 1
a problem, 1, 1
problem with, 1, 1
with diverse, 1, 1
diverse perspectives, 1, 1
perspectives as, 1, 1
as neil, 1, 1
neil alden, 1, 1
alden armstrong, 1, 1
armstrong 1969, 1, 1
1969 says, 1, 1
says thats, 1, 1
thats one, 1, 1
one small, 1, 1
small step, 1, 1
for man, 1, 1
man one, 1, 1
one giant, 1, 1
giant leap, 1, 1
leap for, 1, 1
for mankind, 1, 1
mankind a, 1, 1
a negligible, 1, 1
negligible undergraduates, 1, 1
undergraduates as, 1, 1
as me, 1, 1
me can, 1, 1
make contribution, 1, 1
contribution to, 1, 1
the discovery, 1, 1
discovery of, 1, 1
the universe, 1, 1
universe i, 1, 1
can propose, 1, 1
propose a, 1, 1
a software, 1, 1
software simulating, 1, 1
simulating implementation, 1, 1
implementation by, 1, 1
by taking, 1, 1
taking the, 1, 1
hardware limitation, 1, 1
limitation into, 1, 1
consideration to, 1, 1
to assist, 1, 1
assist the, 1, 1
the real-world, 1, 1
real-world measurement, 1, 1
measurement on, 1, 1
on universal, 1, 1
universal traveling, 1, 1
traveling or, 1, 1
or future, 1, 1
future work, 1, 1
work rather, 1, 1
the dream, 1, 1
dream proposal, 1, 1
proposal or, 1, 1
or so, 1, 1
so far, 1, 1
far unachievable, 1, 1
unachievable design, 1, 1
design i, 1, 1
would provide, 1, 1
provide the, 1, 1
the amalgam, 1, 1
amalgam of, 1, 1
both hardware, 1, 1
hardware and, 1, 1
and software, 1, 1
software feasibility, 1, 1
feasibility despite, 1, 1
despite my, 1, 1
my superficial, 1, 1
understanding on, 1, 1
on study, 1, 1
study contrary, 1, 1
contrary to, 1, 1
the postdoc, 1, 1
postdoc i, 1, 1
can still, 1, 1
still help, 1, 1
project by, 1, 1
my view, 1, 1
view on, 1, 1
it thanks, 1, 1
thanks you, 1, 1
you for, 1, 1
for spending, 2, 2
time reading, 1, 1
reading my, 1, 1
my requirement, 1, 1
requirement if, 1, 1
if my, 1, 1
my ambition, 1, 1
ambition and, 1, 1
and ability, 2, 2
ability is, 1, 1
is qualified, 1, 1
qualified to, 1, 1
this plan, 1, 1
plan reply, 1, 1
reply me, 1, 1
me via, 2, 2
via e-mail, 1, 1
it´s, 1, 1
author, 1, 1
described, 1, 1
spectacular, 1, 1
can´t, 1, 1
feel, 10, 3
fail, 1, 1
personally, 1, 1
only, 1, 1
solve, 2, 2
confusion, 1, 1
curious, 2, 2
heart, 2, 2
extend, 1, 1
sight, 2, 2
lesson, 2, 1
remember, 2, 2
mainland, 1, 1
china, 1, 1
paid, 1, 1
visit, 2, 2
westlake, 1, 1
scenery, 1, 1
saw, 6, 3
breathtaking, 1, 1
liked, 1, 1
lake, 3, 1
didn´t, 2, 2
ran, 1, 1
aroud, 1, 1
astonishing, 1, 1
suddenly, 1, 1
throw, 1, 1
gabage, 1, 1
broke, 1, 1
impression, 1, 1
maybe, 1, 1
to read, 1, 1
read books, 1, 1
books because, 1, 1
because we, 2, 2
of information, 1, 1
information from, 1, 1
it however, 1, 1
however sometimes, 1, 1
sometimes it´s, 1, 1
it´s not, 1, 1
enough for, 1, 1
example when, 2, 2
the author, 1, 1
